D_Contestadas,% Completado,Edad,Genero,Estado,Estudios,¿En nombre de quién está contestando?,Edad Paciente,Genero Paciente,A Nombre de,Responsable,Socioeconomico,Atencion,D_collector_id,respondent_id
45,0.97826087,65 años en adelante,Masculino,Querétaro,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947829205
42,0.913043478,65 años en adelante,Masculino,Tlaxcala,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947823604
41,0.891304348,55 a 64 años,Masculino,Puebla,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947811935
40,0.869565217,35 a 44 años,Masculino,Jalisco,Maestría,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Masculino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947811196
47,1,55 a 64 años,Masculino,Quintana Roo,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947766959
46,1,45 a 54 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947793973
42,0.913043478,65 años en adelante,Femenino,Coahuila de Zaragoza,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947760759
41,0.891304348,45 a 54 años,Femenino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947755460
47,1,55 a 64 años,Femenino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947748757
44,0.956521739,65 años en adelante,Femenino,Ciudad de México,Carrera comercial,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947749769
32,0.695652174,45 a 54 años,Femenino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947746178
46,1,65 años en adelante,Femenino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947707226
39,0.847826087,55 a 64 años,Masculino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947693178
47,1,65 años en adelante,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947654928
41,0.891304348,65 años en adelante,Femenino,Jalisco,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947637170
41,0.891304348,65 años en adelante,Masculino,Jalisco,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947610778
42,0.913043478,55 a 64 años,Femenino,Morelos,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947609536
41,0.891304348,45 a 54 años,Femenino,San Luis Potosí,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118947588799
48,1,55 a 64 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118947583460
46,1,65 años en adelante,Femenino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947572723
40,0.869565217,65 años en adelante,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947567756
44,0.956521739,65 años en adelante,Femenino,Hidalgo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947568598
50,1,55 a 64 años,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947565600
45,0.97826087,55 a 64 años,Femenino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947560582
40,0.869565217,45 a 54 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947559844
35,0.760869565,55 a 64 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947559369
45,0.97826087,65 años en adelante,Femenino,Veracruz,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947542720
37,0.804347826,45 a 54 años,Femenino,Puebla,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947534095
47,1,55 a 64 años,Femenino,Jalisco,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118947500922
45,0.97826087,65 años en adelante,Masculino,Estado de México,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947477430
44,0.956521739,55 a 64 años,Masculino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947444082
48,1,35 a 44 años,Femenino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947442492
41,0.891304348,65 años en adelante,Femenino,Hidalgo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947434131
45,0.97826087,65 años en adelante,Femenino,Baja California,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947434318
48,1,55 a 64 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947432533
35,0.760869565,45 a 54 años,Femenino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118947429158
43,0.934782609,65 años en adelante,Femenino,Ciudad de México,Carrera comercial,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Masculino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947419258
47,1,65 años en adelante,Masculino,Zacatecas,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947404574
45,0.97826087,65 años en adelante,Femenino,Guerrero,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947396073
42,0.913043478,55 a 64 años,Masculino,Hidalgo,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D,Ambos tipos de instituciones (públicas y privadas),461757777,118947397706
42,0.913043478,35 a 44 años,Femenino,Estado de México,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947398305
48,1,45 a 54 años,Femenino,Estado de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947394888
40,0.869565217,55 a 64 años,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947391387
47,1,55 a 64 años,Femenino,Estado de México,Licenciatura completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",55 a 64 años,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947371841
44,0.956521739,65 años en adelante,Femenino,Estado de México,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947374138
49,1,35 a 44 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947367510
46,1,35 a 44 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947361220
49,1,55 a 64 años,Femenino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947352860
45,0.97826087,45 a 54 años,Femenino,Chihuahua,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947338188
40,0.869565217,55 a 64 años,Femenino,Sonora,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947348676
48,1,45 a 54 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118947347486
46,1,45 a 54 años,Masculino,Querétaro,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947343437
47,1,35 a 44 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947339495
33,0.717391304,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947335990
41,0.891304348,65 años en adelante,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947334217
44,0.956521739,25 a 34 años,Femenino,Tlaxcala,Licenciatura completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947332028
40,0.869565217,45 a 54 años,Masculino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947333999
47,1,55 a 64 años,Masculino,Chiapas,Maestría,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947328107
48,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947320054
43,0.934782609,55 a 64 años,Femenino,Estado de México,Secundaria completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",55 a 64 años,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,D,Ambos tipos de instituciones (públicas y privadas),461757777,118947319308
45,0.97826087,55 a 64 años,Femenino,Puebla,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947312792
41,0.891304348,65 años en adelante,Femenino,Veracruz,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947314799
41,0.891304348,55 a 64 años,Femenino,Tamaulipas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947315753
48,1,45 a 54 años,No me identifico con ninguno,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947309776
44,0.956521739,45 a 54 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947260963
35,0.760869565,45 a 54 años,Femenino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947291816
44,0.956521739,65 años en adelante,Femenino,Veracruz,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947247219
40,0.869565217,65 años en adelante,Masculino,Chihuahua,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947242579
47,1,35 a 44 años,Masculino,Querétaro,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947208047
47,1,65 años en adelante,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947192937
47,1,65 años en adelante,Femenino,Estado de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947188496
44,0.956521739,35 a 44 años,Femenino,Michoacán de Ocampo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118947164747
46,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947144134
43,0.934782609,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947132503
48,1,45 a 54 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947131096
42,0.913043478,65 años en adelante,Femenino,Estado de México,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947115803
41,0.891304348,55 a 64 años,Femenino,Hidalgo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118947094213
43,0.934782609,65 años en adelante,Femenino,Morelos,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118947103620
40,0.869565217,65 años en adelante,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947095987
45,0.97826087,65 años en adelante,Masculino,Yucatán,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118947090508
39,0.847826087,55 a 64 años,Femenino,Zacatecas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947091297
32,0.695652174,55 a 64 años,Femenino,Veracruz,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D,Ambos tipos de instituciones (públicas y privadas),461757777,118947067091
47,1,55 a 64 años,Femenino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947031246
38,0.826086957,55 a 64 años,Femenino,Chihuahua,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118947005728
45,0.97826087,45 a 54 años,Femenino,Yucatán,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118947001109
46,1,45 a 54 años,Femenino,Estado de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946995304
46,1,55 a 64 años,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946982807
33,0.717391304,18 a 24 años,Femenino,Chiapas,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946961055
39,0.847826087,45 a 54 años,Femenino,Nayarit,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946937542
48,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946928124
46,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946927153
46,1,55 a 64 años,Femenino,Guanajuato,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946916289
45,0.97826087,65 años en adelante,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946920821
40,0.869565217,55 a 64 años,Femenino,Hidalgo,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946922211
40,0.869565217,65 años en adelante,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118946919609
48,1,45 a 54 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946921320
44,0.956521739,65 años en adelante,Femenino,Quintana Roo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118946912443
46,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946915036
45,0.97826087,65 años en adelante,Femenino,Guanajuato,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946910707
47,1,45 a 54 años,Masculino,Tlaxcala,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946912307
50,1,55 a 64 años,Masculino,Querétaro,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118946905091
40,0.869565217,65 años en adelante,Femenino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946876285
40,0.869565217,55 a 64 años,Masculino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946875210
41,0.891304348,55 a 64 años,Masculino,Estado de México,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118946854676
40,0.869565217,55 a 64 años,Masculino,Nayarit,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118946823360
44,0.956521739,45 a 54 años,Masculino,Veracruz,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D+,Ambos tipos de instituciones (públicas y privadas),461757777,118946824470
44,0.956521739,35 a 44 años,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946787133
50,1,18 a 24 años,Masculino,Estado de México,Preparatoria completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",18 a 24 años,Masculino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118946763625
48,1,25 a 34 años,Femenino,Michoacán de Ocampo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946764250
42,0.913043478,65 años en adelante,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946753324
49,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946756671
48,1,45 a 54 años,Femenino,Yucatán,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946134555
45,0.97826087,45 a 54 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118946743414
47,1,45 a 54 años,Femenino,Estado de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946699407
47,1,55 a 64 años,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118946683884
45,0.97826087,65 años en adelante,Masculino,Coahuila de Zaragoza,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946550252
41,0.891304348,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946551018
42,0.913043478,45 a 54 años,Masculino,Veracruz,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946501219
35,0.760869565,65 años en adelante,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118946490019
45,0.97826087,65 años en adelante,Masculino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946412181
41,0.891304348,65 años en adelante,Femenino,Puebla,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946355165
